LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1451,An Act relative to the prescription monitoring program,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1452,An Act relative to recovery coach licensure,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1479,An Act to ensure the wellbeing of health care professionals,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1480,An Act to prevent undue influence on prescriber behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1544,An Act relative to medical civil rights,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,1598,An Act establishing a commission to review substance use in correctional facilities,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,2572,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Habit OPCO LLC,Senate Bill,2584,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1097,An Act ensuring pharmacy access,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1945,An Act relative to worker’s compensation insurance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1973,An Act relative to workers compensation insurance,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1990,An Act relative to workers' compensation disfigurement benefits concerning scarring,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1991,An Act relative to fairness in worker’s compensation disfigurement benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1992,An Act to modify weekly workers' compensation disability benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,1975,An Act providing benefits for permanent functional loss and disfigurement under the Worker's Compensation Act,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,2035,An Act relative to ensuring fairness in public employee workers' compensation benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",House Bill,2269,An Act to ensure safe medication administration,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1180,An Act relative to fairness in workers' compensation disfigurement benefits,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1187,An Act to protect injured workers during and after the COVID-19 pandemic,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1294,An Act strengthening prescription drug safety and drug stewardship,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1480,An Act to prevent undue influence on prescriber behavior,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1481,An Act to restore integrity in the marketing of pharmaceutical products and medical devices,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,"Injured Workers Pharmacy, LLC",Senate Bill,1907,An Act relative to excessive executive compensation,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,229,An Act establishing a special commission to study women and homelessness,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2105,An Act providing signature authority for psychiatric nurse mental health clinical nurse specialists,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,1283,An Act promoting workforce development and provider retention at community health centers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2240,An Act relative to truth in advertising,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2242,An Act to promote team based health care,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2323,An Act creating a commission to consider the Commonwealth's involvement in licensure compacts,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2336,An Act creating a nursing advisory board,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,House Bill,2370,An Act effectuating equity in COVID-19 vaccination,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,163,An Act relative to nurse licensure compacts,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,233,An Act relative to the automatic renewal of professional licenses,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,237,An Act relative to maintaining independent authority over nursing licensure in the commonwealth,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,675,An Act relative to mental health parity implementation,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,777,An Act promoting workforce development and provider retention at community health centers,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,1211,An Act relative to physician assistant non-competes,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,1276,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,1422,An Act relative to workforce development and patient safety,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,1515,An Act effectuating equity in COVID-19 vaccination,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,2572,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Coalition of Nurse Practitioners,Senate Bill,2584,An Act addressing barriers to care for mental health,Neutral,$0.00,N/A
O'Neill and Partners LLC.,01/01/2022 - 06/30/2022,Matthew Irish,Massachusetts Lodging Association INC,House Bill,2,"An Act making appropriations for the fiscal year 2023 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the Commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Neutral,$0.00,N/A
